"GeneID","03-11-2O_young","06-10-2O_old","08-11-2O_young","13-10-2O_young","18-08-2O_old","23-05-2O_old","29-09-2O_old","30-06-2O_young"
"ENSMUSG00000062433",0,0,0,0,0,0,0,0
"ENSMUSG00000062434",0,0,0,0,1,0,0,0
"ENSMUSG00000062438",2.628,11.198,2.592,0,1.175,6.112,0,3.534
"ENSMUSG00000062444",36,20,10,35,7,6,3,26
"ENSMUSG00000062456",0,0,0,0,2.298,0,0,7.415
"ENSMUSG00000062458",3.2,2.227,4.42,0,3.177,1.034,6.288,6.285
"ENSMUSG00000062461",10.053,0,9.176,4.406,9.505,4.373,2.078,11.429
"ENSMUSG00000062464",1,4,2,3,2,9,5,8
"ENSMUSG00000062472",3,0,0,0,1,0,0,0
"ENSMUSG00000062477",0,1,0,0,0,0,0,0
"ENSMUSG00000062478",0,0,0,0,0,0,0,1
"ENSMUSG00000062480",86.633,101.785,119.553,100.429,194.511,83.093,119.143,120.388
"ENSMUSG00000062483",0,0,0,0,1,1,0,1
"ENSMUSG00000062488",44.298,80.559,78.505,106.125,119.586,116.51,188.925,49.732
"ENSMUSG00000062497",0,0,0,0,0,0,0,0
"ENSMUSG00000062510",612.194,292.061,422.521,504.898,583.924,329.943,429.153,597.893
"ENSMUSG00000062511",27.089,23.279,15.039,14.032,22.07,17.094,13.652,27.284
"ENSMUSG00000062515",117,396,931,126,2551.485,810.757,828,114
"ENSMUSG00000062518",30.316,12.559,43.337,72.615,29.993,27.27,20.015,59.482
"ENSMUSG00000062519",1292.039,1369.003,2289.776,1630.089,2252.26,1091.024,1125.957,4158.601
"ENSMUSG00000062524",4,3,7,6,9,13,26,16
"ENSMUSG00000062526",464.873,422.376,434.189,515.391,359.91,711.303,641.71,658.658
"ENSMUSG00000062527",1,0,0,0,3,0,0,1
"ENSMUSG00000062528",0,0,0,0,0,0,0,0
"ENSMUSG00000062542",48,85,77,99,97,150,134.001,56
"ENSMUSG00000062543",0,0,0,0,0,0,0,0
"ENSMUSG00000062545",129,77,64,113,82,61,110,78
"ENSMUSG00000062546",12.406,3.004,14.401,4.55,21.082,5.308,6.969,9.575
"ENSMUSG00000062551",0,0,0,0,0,0,0,0
"ENSMUSG00000062553",80.792,44.636,43.698,68.279,130.321,77.13,81.453,86.313
"ENSMUSG00000062554",213.811,239.272,259.871,279.286,39.607,154.459,127.566,234.192
"ENSMUSG00000062556",0,0,0,0,0,0,0,0
"ENSMUSG00000062563",80,173.002,244.341,167,151,327.001,135,72.001
"ENSMUSG00000062564",0,0,0,0,1,0,0,0
"ENSMUSG00000062580",2149.015,2305.746,2871.667,2472.544,2538.132,2205.239,1771.044,2640.484
"ENSMUSG00000062582",0,1.07,1.089,0,0,0,0,0
"ENSMUSG00000062585",18.243,31.267,11.041,19.109,42.983,32.134,49.028,15.132
"ENSMUSG00000062588",1.408,2.293,0,12.76,2.172,0,3.813,1.1
"ENSMUSG00000062590",614.894,489.692,725.311,877.681,425.256,714.421,641.656,992.39
"ENSMUSG00000062591",45,37,44,54,58,119,53,110
"ENSMUSG00000062593",77.931,100.266,171.427,112.808,169.969,409.761,820.112,197.906
"ENSMUSG00000062598",0,0,0,0,0,0,0,0
"ENSMUSG00000062604",3425.385,3077.49,3246.519,4017.884,3497.652,4135.889,3790.306,4659.781
"ENSMUSG00000062608",0,0,0,0,0,0,0,0
"ENSMUSG00000062609",14.005,12.003,25.156,13.951,42.009,6.002,30.481,9.001
"ENSMUSG00000062611",0,7.869,1.638,3.264,4.406,7.976,0,7.171
"ENSMUSG00000062619",579,547,627,468,801,494,295,697.167
"ENSMUSG00000062621",0,0,2,0,3,0,0,1
"ENSMUSG00000062624",1,0,0,0,1,0,0,5
"ENSMUSG00000062627",1933,1670.404,1850.236,2357.274,1542.019,1991.807,2510.103,1965.011
"ENSMUSG00000062629",0,0,0,0,0,0,0,0
"ENSMUSG00000062638",14,4,5,5,6,4,2,1
"ENSMUSG00000062646",750.767,1365.918,896.799,807.761,1143.193,953.029,849.549,891.754
"ENSMUSG00000062647",31102.491,22285.536,38300.428,30130.832,25661.167,31984.429,25674.404,40172.568
"ENSMUSG00000062649",0,0,0,0,0,0,0,0
"ENSMUSG00000062651",0,0,0,0,0,0,0,0
"ENSMUSG00000062661",326.052,319,447,458,338,388.409,659,701.213
"ENSMUSG00000062683",553.625,330.413,481.386,431.269,277.18,405.976,361.682,440.373
"ENSMUSG00000062687",4,4,2.039,2,0,2.023,1.009,2
"ENSMUSG00000062691",345.244,528.784,569.418,433.813,746.572,453.913,263.613,663.474
"ENSMUSG00000062694",13,6,36,11,3,6,10,24
"ENSMUSG00000062705",0,0,0,0,0,0,0,0
"ENSMUSG00000062712",4,1,1,1.951,2.074,1.002,0,0
"ENSMUSG00000062713",0,0,0,2,8,0,2,4
"ENSMUSG00000062727",19.006,9.564,19.483,22.71,1.386,17.822,7.506,37.311
"ENSMUSG00000062729",2922.894,2940.34,2669.808,3707.127,3828.663,4452.959,3221.461,4050.488
"ENSMUSG00000062732",0,0,0,0,0,0,0,2
"ENSMUSG00000062737",0,0,0,0,0,0,0,0
"ENSMUSG00000062742",1,1.001,4.005,0,1,0,0,3.002
"ENSMUSG00000062743",239,262,327,332,351,515.096,341,498
"ENSMUSG00000062751",6.999,2,0,0,0,0,0,1
"ENSMUSG00000062753",359.999,498,713.356,545.999,639.705,786.993,712.282,703
"ENSMUSG00000062757",1,0,0,0,0,0,0,1
"ENSMUSG00000062758",1.304,2.387,6.562,4.545,4.847,1.115,3.558,2.587
"ENSMUSG00000062760",32.001,11,40,59,34,79.015,15,31.002
"ENSMUSG00000062761",1827.8,1457.326,2435.913,1924.044,1614.771,2359.742,1863.783,2502.175
"ENSMUSG00000062762",3044.386,3351.461,4133.378,3194.802,3750.831,3757.892,3041.458,4008.388
"ENSMUSG00000062773",0,0,0,0,0,0,0,0
"ENSMUSG00000062778",0,1,0,0,6,13,2,0
"ENSMUSG00000062782",0,0,0,0,2.419,0,1,0
"ENSMUSG00000062783",52.437,796.247,176.292,76.037,1941.619,1138.97,1111.797,125.164
"ENSMUSG00000062785",12,10,21,33,22,24,19,24
"ENSMUSG00000062791",0,0,0,2,0,0,0,0
"ENSMUSG00000062793",0,0,0,0,0,0,0,0
"ENSMUSG00000062794",36,31,43,43,43,44,45,57
"ENSMUSG00000062797",725.001,767.001,1081.001,853.999,931.691,808.293,576,1094.921
"ENSMUSG00000062814",0,0,0,0,0,0,0,0
"ENSMUSG00000062818",2,0,1.945,0,4,0,2.126,6.002
"ENSMUSG00000062822",3374.57,2570.195,2930.257,3704.028,3123.143,3422.824,2758.224,4391.261
"ENSMUSG00000062825",52249.212,70496.915,63590.127,63655.074,58074.013,68034.491,89493.328,55091.294
"ENSMUSG00000062826",53.995,32.753,31,50.747,58.816,54.451,61.001,73.01
"ENSMUSG00000062833",0,0,0,0,0,0,0,0
"ENSMUSG00000062844",1,0,0,0,1,0,0,4
"ENSMUSG00000062846",1.624,0,2.594,0,0,0,0,0
"ENSMUSG00000062859",18.113,16.91,9.061,24,12,48.999,22.017,45.001
"ENSMUSG00000062861",577.983,543.999,444.002,541.146,849.523,607.001,382,737
"ENSMUSG00000062866",3109.237,2286.285,2385.072,3257.017,1438.034,2100.004,2473.803,3309.277
"ENSMUSG00000062867",4315.001,3345.176,4343.012,4481.64,2921.609,4054.014,4024.815,4485.071
"ENSMUSG00000062868",1,0,1,0,4,0,0,1
"ENSMUSG00000062873",0,0,0,2,0,0,0,0
"ENSMUSG00000062874",0,0,0,2.001,2.001,0,0,6.003
"ENSMUSG00000062878",0,0,0,0,0,0,0,0
"ENSMUSG00000062892",0,0,0,0,1,0,0,0
"ENSMUSG00000062896",2.039,1.018,3.083,2.041,1.016,1.013,3.055,1.12
"ENSMUSG00000062901",4563.943,3731.261,4151.851,4542.391,3746.084,5281.97,4492.807,5638.629
"ENSMUSG00000062905",2,1,3,3,0,0,2,5
"ENSMUSG00000062906",795.999,697.001,895.999,1109,910.8,1124.002,788,1195
"ENSMUSG00000062908",4140.64,6682.33,5272.326,4041.788,7962.792,4411.332,3069.295,4979.001
"ENSMUSG00000062914",0,0,0,0,0,0,0,0
"ENSMUSG00000062929",4834.939,4354.546,5744.983,4784.001,5108.941,5290.513,4944.073,5872.828
"ENSMUSG00000062931",337,358,355,303,488,425,273,439
"ENSMUSG00000062933",7189.877,6615.75,8626.113,5947.102,7335.28,6711.531,4881.597,8141.63
"ENSMUSG00000062937",1788.899,1855,2000,1964,2118,1730,1787.441,2267.019
"ENSMUSG00000062939",68,61,68,103.999,123,72,236,68
"ENSMUSG00000062944",159.366,254.144,188.774,224.504,300.613,258.456,166.017,319.314
"ENSMUSG00000062949",1548,1571.4,1415.42,1685.015,1595.566,1710.003,2135.493,1807.141
"ENSMUSG00000062952",0,0,0,0,0,0,0,0
"ENSMUSG00000062960",2468,2725.918,2365,3145,3703.942,2129.184,3768.486,1830.999
"ENSMUSG00000062961",5,7,3,5,25,8,5,8
"ENSMUSG00000062962",1,0,0,0,0,0,1,0
"ENSMUSG00000062963",1953.012,2448.001,2657,1986,2870,2119.871,1496.678,2788
"ENSMUSG00000062980",8287.947,6531.717,7470.705,10767.349,5518.998,8723.309,9839.634,8666.434
"ENSMUSG00000062981",1887.041,1798.02,2682.054,1941.3,2267.856,1968.064,1370.469,2977.686
"ENSMUSG00000062987",25.463,12.238,23.143,27.493,43.458,15.842,29.795,30.366
"ENSMUSG00000062991",129,82,122.999,187.001,95.001,178,358.001,137
"ENSMUSG00000062995",363.003,298,383,516,431.032,336,296.999,474.004
"ENSMUSG00000062997",19344.75,13073.837,25047.575,19956.092,17499.894,22096.782,15862.066,27712.345
"ENSMUSG00000063001",0,1,0,0,0,0,0,0
"ENSMUSG00000063011",1543.013,1612.458,2104.721,2373.285,1827.841,3232.221,1140.182,1177.113
"ENSMUSG00000063015",9654.859,11005.244,12303.703,11909.259,13241.996,17044.874,10282.034,14083.505
"ENSMUSG00000063019",744,824,922,876,915,1097,904,969
"ENSMUSG00000063020",1,0,0,0,0,0,0,0
"ENSMUSG00000063021",3.022,2.008,6.076,6.073,3,6.042,5.874,10.671
"ENSMUSG00000063047",284.881,336.608,287.361,381.383,353.984,385.296,358.001,368.497
"ENSMUSG00000063049",785,756.043,753.001,959,790,928,719,853
"ENSMUSG00000063052",1425,1039.001,1389,1288,1153.149,1344.001,1076,1773
"ENSMUSG00000063058",1,0,0,3.001,0,0,0,0
"ENSMUSG00000063060",230,258,185,203.409,440,250.265,688,157
"ENSMUSG00000063063",609.001,394,397.015,709.968,314.124,867,882.001,481.001
"ENSMUSG00000063065",5391.805,11152.659,5999.995,5564.607,11358.33,4776.302,4852.481,5727.837
"ENSMUSG00000063077",5366.327,7510.818,4752.362,5275.966,5265.44,4079.544,5192.086,4987.765
"ENSMUSG00000063089",0,0,0,0,0,4,0,0
"ENSMUSG00000063106",0,0,0,0,0,0,0,0
"ENSMUSG00000063108",1474.218,1103.896,1352.727,1739.924,1311.219,1709.943,1942.608,1838.651
"ENSMUSG00000063116",0,0,0,1,0,0,1,0
"ENSMUSG00000063120",0,0,0,0,0,0,1,0
"ENSMUSG00000063129",4,2,0,0,0,0,0,1
"ENSMUSG00000063130",1,1,7,1,0,3,0,2
"ENSMUSG00000063133",0,0,0,0,1,2,1,0
"ENSMUSG00000063137",4,2,7,7.857,12,11.572,5,21.002
"ENSMUSG00000063142",1292.598,2299.998,1463.028,1245.018,1807.001,666.007,687.053,1511.414
"ENSMUSG00000063145",306.084,348,389.752,414.375,346.495,354.829,266,391.267
"ENSMUSG00000063146",1003.156,916.372,1049.294,1443,810.336,796.043,1360.235,967.561
"ENSMUSG00000063157",0,0,0,0,3,0,1,0
"ENSMUSG00000063160",1729.77,1258.403,1739.317,2046.869,1314.234,1698.771,2032.539,2181.939
"ENSMUSG00000063163",0,0,0,0,1,0,0,0
"ENSMUSG00000063166",0,0,0,1.002,2.004,0,0,0
"ENSMUSG00000063171",305,219.238,423,397,182,289,275.011,410
"ENSMUSG00000063172",605.225,540.678,615.797,558.914,784.523,684.721,509.303,713.404
"ENSMUSG00000063173",0,0,0,0,1,0,0,0
"ENSMUSG00000063176",0,0,0,0,0,0,0,5
"ENSMUSG00000063177",0,1,0,1,2,85,11.025,1
"ENSMUSG00000063179",687.723,493.498,697.154,947.977,645.248,862.232,755.845,1076.911
"ENSMUSG00000063188",79.317,63.402,78.021,68.131,149.852,87.935,93.853,85.035
"ENSMUSG00000063193",64,49,29,30,80,158,296,73
"ENSMUSG00000063200",2179.713,2031.426,2822.821,1983.122,2446.522,2426.02,1696.731,2805.958
"ENSMUSG00000063206",0,0,0,0,0,0,0,0
"ENSMUSG00000063216",1,0,4,0,2,3,0,2
"ENSMUSG00000063221",0,0,0,0,0,0,0,0
"ENSMUSG00000063225",0,0,0,0,0,0,0,0
"ENSMUSG00000063229",12891.688,10485.087,18989.376,17108.539,7261.929,12306.004,18637.371,12351.954
"ENSMUSG00000063230",0,0,0,0,0,0,0,0
"ENSMUSG00000063232",0,2,0,0,3,1,0,0
"ENSMUSG00000063234",9,3,7,3,2,6,11,6
"ENSMUSG00000063235",350.455,678.669,941.489,704.544,842.257,876.294,604.47,979.446
"ENSMUSG00000063236",887,792,1039.735,1065,986,1167,810.001,1309.999
"ENSMUSG00000063239",82.999,41,76,134,22,28,16,89
"ENSMUSG00000063240",0,0,2,1,2,0,0,0
"ENSMUSG00000063245",118.91,61.846,86.605,193.632,98.192,141.059,109.637,182.793
"ENSMUSG00000063251",0,0,0,0,0,0,0,0
"ENSMUSG00000063252",0,0,0,0,0,0,0,0
"ENSMUSG00000063253",1304.001,1689.999,1677.999,1618,2619.408,1540.023,1367.001,2181.182
"ENSMUSG00000063260",3,0,0,0,0,10,0,0
"ENSMUSG00000063268",802.619,1488.95,1248,1331.04,1844.911,1534.473,1980.58,1220.157
"ENSMUSG00000063273",5815.182,4851.645,5107.057,6201.544,5474.711,6004.041,6650.01,6907.211
"ENSMUSG00000063275",942.171,1272.538,1000.412,813.664,1914.962,1014.44,1014.418,1163.652
"ENSMUSG00000063277",0,0,2.268,5.203,9.674,0,4.116,0
"ENSMUSG00000063281",461,486,595.285,661,602,687,533,777
"ENSMUSG00000063286",165.591,556.92,224.979,394.869,1013.973,411.697,1032.158,310.168
"ENSMUSG00000063296",85,33,82,141,56,191,107,184
"ENSMUSG00000063297",5,4,5.001,42,10,140,60,36
"ENSMUSG00000063305",22,3,17,32,4,5,1,16
"ENSMUSG00000063314",1.018,0,1.018,0,2.049,3.077,3.067,3.106
"ENSMUSG00000063316",12462.781,9646.618,14351.68,12434.865,10524.969,12480.946,10179.707,16578.336
"ENSMUSG00000063317",1524.26,1783.04,1155,1761.012,1423,1382.412,2362.002,1417.405
"ENSMUSG00000063320",312.999,345,371,373.113,363,420.001,314,440.995
"ENSMUSG00000063328",4.759,1.451,2.444,0,1.254,5.835,5.235,2.916
"ENSMUSG00000063334",2107.051,1692.732,2182.244,2308.955,2067.876,2130.377,2035.71,3070.303
"ENSMUSG00000063350",0,0,0,1,0,0,0,0
"ENSMUSG00000063354",33,76.999,45,47,71,236.999,97,51
"ENSMUSG00000063358",8000.006,9003.157,8461.922,8263.999,7689.652,7562.846,7367.331,8151.233
"ENSMUSG00000063362",837.611,976.601,1047.002,960.414,902.671,1074,934.036,1192.974
"ENSMUSG00000063364",53.537,44.505,40.169,84.886,42.999,39,71.305,55.978
"ENSMUSG00000063374",0,0,0,0,1,0,0,0
"ENSMUSG00000063376",1,0,2,0,0,0,0,0
"ENSMUSG00000063380",1,0,0,0,2,1,0,0
"ENSMUSG00000063382",2039.028,1986.016,2904.014,2851.997,1576.959,2629.44,2715.3,2595.111
"ENSMUSG00000063383",73.309,55.38,108.253,94.115,106.524,193.723,149.008,141.286
"ENSMUSG00000063386",3,0,0,0,0,0,0,3
"ENSMUSG00000063388",10,23,16,8,34,48,75,28
"ENSMUSG00000063394",0,0,0,0,0,1,0,0
"ENSMUSG00000063406",4107.895,3991.767,4604.443,3996.86,7222.087,4292.673,5217.805,4685.818
"ENSMUSG00000063409",0,7,2,0,0,16,0,0
"ENSMUSG00000063410",4236.001,4339.878,6107.368,4700.73,2698.211,3774,3927.871,3309.001
"ENSMUSG00000063412",0,0,83.269,28.136,17.301,95.061,80.582,150.164
"ENSMUSG00000063415",259,170,244,312,228,315.06,385,191
"ENSMUSG00000063428",113.119,112.068,102.353,118.441,132.002,299.039,146.234,132.432
"ENSMUSG00000063430",129,99.002,86,178.999,76,119,143,91
"ENSMUSG00000063434",43,56,32,88,78,91,121,35
"ENSMUSG00000063439",211,264.001,336.298,251,342,276,235,440.194
"ENSMUSG00000063442",1.001,2.005,0,0,1.001,1.001,2.096,1.001
"ENSMUSG00000063445",301,245.001,339.001,355,220,270,210,443
"ENSMUSG00000063446",7,15,3,6,16,7,10,2
"ENSMUSG00000063447",2,2,0,6,8,4,6,12
"ENSMUSG00000063450",33431.587,37526.299,29510.925,49959.298,31440.268,42701.381,37835.752,40158.271
"ENSMUSG00000063455",839.818,423.16,502.676,1201.394,238.018,639.841,599.012,1075.937
"ENSMUSG00000063457",23212.535,17478.835,26819.311,26031.702,21829.974,28911.155,21429.811,31826.838
"ENSMUSG00000063458",148,331,92,140,425,127,157.999,214.001
"ENSMUSG00000063478",0,0,0,0,0,0,0,0
"ENSMUSG00000063480",3602.296,3113.103,4037.232,3784.972,3497.609,3819.485,3722.928,4485.976
"ENSMUSG00000063488",734.811,804.01,551.262,780.5,648.064,1070.904,753.799,926.782
"ENSMUSG00000063506",217.016,167.998,325,339.001,286.999,505.991,302,366.001
"ENSMUSG00000063507",0,0,1,0,0,0,0,0
"ENSMUSG00000063511",21336.94,23581.071,19074.352,25647.472,23659.969,22776.441,21742.629,24739.028
"ENSMUSG00000063514",0,0,0,0,0,0,1,3
"ENSMUSG00000063522",219.085,139.9,206.685,213.34,405.535,241.874,282.823,272.403
"ENSMUSG00000063524",17658.8,15623.862,29695.739,23927.563,10142.521,24017.489,22370.316,20639.167
"ENSMUSG00000063529",1,4,0,0,0,51.019,2,0
"ENSMUSG00000063531",562.41,1649.129,867.03,949.001,518.509,872,2196.999,162
"ENSMUSG00000063535",82.017,137.697,101,115.952,150.428,137.036,183.071,112.007
"ENSMUSG00000063543",0,1.254,0,0,0,0,0,0
"ENSMUSG00000063548",2,1,2,1,2,0,0,2
"ENSMUSG00000063549",1,0,0,0,1,0,0,1
"ENSMUSG00000063550",3407.47,3737.758,2850.22,3893.023,4048.052,3267.209,5290.187,3673.576
"ENSMUSG00000063556",15.073,42.856,23.282,15.66,17.007,11.975,15.45,8.781
"ENSMUSG00000063558",2318.886,1819.486,1645.033,1545.331,1991.752,2129.507,2909.463,1977.956
"ENSMUSG00000063564",191,228,118,275,181,211,347,168
"ENSMUSG00000063568",112,94,237,180,93,85,84,185
"ENSMUSG00000063576",2591.978,2378.803,2940.161,3654.719,2150,3184.991,2229.764,3287.402
"ENSMUSG00000063582",0,0,1,2,0,0,0,1
"ENSMUSG00000063583",0,0,0,0,0,0,0,0
"ENSMUSG00000063586",0,0,1,0,8,0,1,0
"ENSMUSG00000063590",2.22,1,0,5.317,0,0,0,4
"ENSMUSG00000063594",39,60,70,57.002,59,67,77,69.999
"ENSMUSG00000063600",3,25.001,8,5,18.999,15,42,0
"ENSMUSG00000063605",538,414,528,551,620,539,454,778.988
"ENSMUSG00000063615",4.004,0,0,0,4.005,0,0,2
"ENSMUSG00000063623",0,30,20.2,24,31,15.135,14,26.14
"ENSMUSG00000063626",10,0,17.001,3.009,15,4,15.002,11.019
"ENSMUSG00000063628",0,0,0,0,1.015,0,0,0
"ENSMUSG00000063632",125,114.002,63,139.002,168,32,70,119
"ENSMUSG00000063646",83.999,35.999,60.999,139,59.302,42.145,73.322,95.409
"ENSMUSG00000063651",1,1,0,1,0,0,0,0
"ENSMUSG00000063652",386.054,283.512,345.343,351.176,461.986,542.394,482.186,544.62
"ENSMUSG00000063656",1.059,0,0,1.103,0,0.913,3.81,0
"ENSMUSG00000063659",1299.342,1089.661,1179.7,1413.999,1183,1282.999,1332.798,1426.001
"ENSMUSG00000063660",0,0,0,1,0,0,0,0
"ENSMUSG00000063661",19,7,12,35,3,18,14,22
"ENSMUSG00000063663",1237,1096.001,1015,1362.004,750,1043,1425.305,1061.03
"ENSMUSG00000063672",0,0,0,0,1,0,0,0
"ENSMUSG00000063681",105.149,42.542,45,171.017,19.659,26.019,12.001,349.452
"ENSMUSG00000063683",0,0,0,0,0,0,1,1
"ENSMUSG00000063684",3.674,2.046,0,0,0,0,0,0
"ENSMUSG00000063687",127,169,180.988,132,127.001,134,150,104
"ENSMUSG00000063689",3.001,3.007,1,4.001,8.006,3.005,2,4.011
"ENSMUSG00000063694",2383.306,2640.765,3377.886,2556.835,3344.724,3141.198,2304.856,3362.584
"ENSMUSG00000063696",2.05,6.158,2.129,2.024,5.58,6.433,0,5.256
"ENSMUSG00000063698",199.048,305.103,227.012,206,412.181,320,251.052,282.162
"ENSMUSG00000063704",15,36,25,18,38,124,9,29
"ENSMUSG00000063713",1,0,1,1,0,6,0,1
"ENSMUSG00000063715",2,0,0,2.999,2,0,0,1
"ENSMUSG00000063727",81,40,152,116,92,39,70,156
"ENSMUSG00000063728",0,0,0,0,0,0,0,0
"ENSMUSG00000063730",451.051,329.502,318.279,436.976,693.582,524.922,450.592,538.58
"ENSMUSG00000063739",0,0,0,0,1.026,0,1.03,1.031
"ENSMUSG00000063754",13.256,3.061,9.235,5.744,13.197,19.806,11.202,14.448
"ENSMUSG00000063760",1668.018,2614.358,1784.172,2126,2771,1504.035,2629.526,2103
"ENSMUSG00000063762",0,0,0,0,0,0,0,0
"ENSMUSG00000063764",0,0,0,0,0,0,0,0
"ENSMUSG00000063765",96.886,121.857,73.193,108.565,134.578,99.754,98.528,133.659
"ENSMUSG00000063767",36.352,27.803,35.696,35.351,73.03,20.883,44.632,33.139
"ENSMUSG00000063777",0,2.001,1.065,0,5.088,2.217,1.024,0
"ENSMUSG00000063779",0,0,1,1,1,0,0,0
"ENSMUSG00000063780",0,0,0,2,0,0,0,0
"ENSMUSG00000063785",1513.117,1079.477,1563.956,1782.443,1204.563,1570.159,1605.03,2012.841
"ENSMUSG00000063787",903.018,862.693,1286.562,952.217,1014.435,1004.426,786.483,1106.287
"ENSMUSG00000063796",4.061,3.017,3,7.001,11.005,2,3,9.001
"ENSMUSG00000063800",1345.999,1175.001,1499,1540.999,1056,1508.335,1216.045,1684.852
"ENSMUSG00000063801",1449,1410.225,1665,1589.468,1252.012,1686,1408.06,1893.04
"ENSMUSG00000063802",863,910.297,1141.001,883,927.999,1268.645,826.288,1324
"ENSMUSG00000063804",28,3,32,38,10,9,3,36
"ENSMUSG00000063808",811,657,924,1053,775,880,718,1109
"ENSMUSG00000063810",2180.21,1398.922,1937.812,2446.597,1384.694,2407.081,2648.418,2107.5
"ENSMUSG00000063816",0,0,0,0,0,0,0,0
"ENSMUSG00000063820",13,8,0,2,6,3,5,7
"ENSMUSG00000063821",5,1,4,14,5,4,3,24
"ENSMUSG00000063823",2,0,1,4,8.605,1,1,6
"ENSMUSG00000063827",0,4,0,1,0,0,0,0
"ENSMUSG00000063830",0,0,1,1,1,0,0,1
"ENSMUSG00000063838",993.001,847,1154.373,1322.85,819,2796,1491,1291
"ENSMUSG00000063842",1,0,3,0,5,0,0,4
"ENSMUSG00000063844",26.136,17.515,22.324,40.583,38.177,43.929,41.255,52.611
"ENSMUSG00000063846",6.266,2.005,4,1,1.207,5,0,5
"ENSMUSG00000063849",1051.889,894.261,843.793,1004.274,1355.673,1254.689,849.743,1532.881
"ENSMUSG00000063851",4,1,2,3,4,3,3,6
"ENSMUSG00000063856",5644.18,13658.828,8975.339,5675.249,16008.025,5881.574,4893.563,7102.918
"ENSMUSG00000063867",1,0,0,0,3,0,0,0
"ENSMUSG00000063870",14121.493,13286.364,13644.725,15396.649,12652.1,14154.223,15067.215,16310.887
"ENSMUSG00000063873",575.015,594.298,583.229,706,760,540.999,555,600.001
"ENSMUSG00000063875",6.209,3.147,9.881,7.088,8.166,6.27,4.136,15.956
"ENSMUSG00000063881",0,0,0,0,0,0,0,0
"ENSMUSG00000063882",3820.083,3870.052,4874.499,4161.674,4505.675,4972.372,3404.514,5144.704
"ENSMUSG00000063884",2968.011,1995,2581.457,3161.695,2260.001,2548.015,2567.571,3514.867
"ENSMUSG00000063885",0,0,0,4.851,0,0,0,1.949
"ENSMUSG00000063887",59.002,70,59.633,91,71.001,70.001,127.999,62
"ENSMUSG00000063888",2681.287,2223.765,3246.274,3341.796,2473.937,3458.181,3074.761,3872.155
"ENSMUSG00000063889",648.999,1337.002,909.002,814.999,2046.956,1095.277,1754.899,878.999
"ENSMUSG00000063894",1834.648,1363.113,1485.276,1885,1237,1725.01,1751,1951.848
"ENSMUSG00000063895",0,0,0,0,3.454,0,1.349,2.436
"ENSMUSG00000063900",0,0,0,0,0,0,0,0
"ENSMUSG00000063902",1.273,0,2.713,0,0,3.854,0,0
"ENSMUSG00000063903",140,221,423,732.779,95,5323.072,455.969,198.984
"ENSMUSG00000063904",2267.865,2116.059,2553.087,2137.001,1915.001,2074.043,1650.343,2628.361
"ENSMUSG00000063905",0,0,0,0,0,0,0,0
"ENSMUSG00000063911",0,1,0,4,0,0,0,1
"ENSMUSG00000063919",76,83.001,96.001,91.999,91,135,112,62
"ENSMUSG00000063929",2,0,3,1,0,4,0,0
"ENSMUSG00000063931",784.15,886.039,1215.999,895,972.001,992,947,1295
"ENSMUSG00000063932",0,0,0,0,0,0,0,0
"ENSMUSG00000063935",1745.295,550,1505.979,3189.66,298,323,171,1867.988
"ENSMUSG00000063952",3166.175,3251.806,2805.525,3732.922,2837.783,4651.607,3907.94,3444.598
"ENSMUSG00000063953",282.079,52.278,81.089,38.146,52.829,36.213,39.578,55.466
"ENSMUSG00000063954",0,61.029,0,0,1267.548,120.91,59.419,273.799
"ENSMUSG00000063971",10,0,5,7,0,3,1,3
"ENSMUSG00000063972",827.522,584.902,632.965,1159.993,724.784,623.34,723.911,709.614
"ENSMUSG00000063975",143,44,25,25,30,30,23,21
"ENSMUSG00000063994",0,0,0,0,0,0,0,0
"ENSMUSG00000063998",1,0,0,0,0,0,1,0
"ENSMUSG00000064006",2,0,0,4,13,3,0,6
"ENSMUSG00000064010",15,5,7,9,5,25,14,15
"ENSMUSG00000064016",9,0,1,1,2,5,3,3
"ENSMUSG00000064023",18,11,15,17,23,25.999,38,17
"ENSMUSG00000064030",581.992,475.168,778,684.985,736.116,811,637.995,955.201
"ENSMUSG00000064036",1442.003,1320.102,902.001,5412.236,726.258,17544.236,8695.89,4124.284
"ENSMUSG00000064037",1039.808,841.086,1148.787,1162.355,988.477,1070.05,1012.652,1348.689
"ENSMUSG00000064039",0,0,1,1,1,1,2,4
"ENSMUSG00000064044",0,0,0,1,0,0,0,0
"ENSMUSG00000064057",13,7,14,26,2,40,21,39
"ENSMUSG00000064061",1790.001,1196.008,1622.999,2069.005,674.001,1621.035,1361.001,1802.001
"ENSMUSG00000064063",0,0,3,0,1,0,0,4
"ENSMUSG00000064065",269.001,74,175.01,445.131,48,78,106,261
"ENSMUSG00000064068",1402.002,1563.927,1629.8,1459.071,1837.613,1485.264,1024.012,1796.039
"ENSMUSG00000064080",613,1247,1242.142,1037,1243,969.001,1224,682
"ENSMUSG00000064081",0,0,0,0,3,0,0,0
"ENSMUSG00000064084",30.446,17.066,42.594,42.148,81.074,19.02,26.332,33.553
"ENSMUSG00000064090",367.247,277.833,357.169,354.12,298.744,415.349,381.712,455.405
"ENSMUSG00000064105",597,511,497.992,803,286,484.002,564,690
"ENSMUSG00000064109",2,10,3,6,23,38,43,7
